GearInfo_Clothes.byaml:

Addition;Brand;CatalogueOrder;HideBody;HideEar;HowToGet;Id;IsHideFoot;IsHideHair;IsUnisex;Material;ModelName;Name;Price;Progress;Rarity;Skill0;Skill1;W3CUTCFrom;
1;B00;26099;Body;None;cImpossible;26099;0;0;1;Cloth;Test_Clt_HAP1018_A;HAP1018_A;0;Working;0;BombDistance_Up;None;;
1;B00;26100;Body;None;cImpossible;26100;0;0;1;Cloth;Test_Clt_HAP1018_B;HAP1018_B;0;Working;0;BombDistance_Up;None;;
1;B00;26101;Body;None;cImpossible;26101;0;0;1;Cloth;Test_Clt_HAP3014_A;HAP3014_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26102;Body;None;cImpossible;26102;0;0;1;Cloth;Test_Clt_HAP3014_B;HAP3014_B;0;Finish;0;BombDistance_Up;None;;
1;B00;26105;Body;;cImpossible;26105;0;0;1;Cloth;Test_Clt_HAP2016_A;HAP2016_A;0;Finish;0;BombDistance_Up;None;;
1;B00;26106;Body;;cImpossible;26106;0;0;1;Cloth;Test_Clt_HAP2016_B;HAP2016_B;0;Finish;0;BombDistance_Up;None;;
0;NoBrand;29000;BodyArmAll;;cImpossible;29000;0;0;1;Cloth;Clt_SHT000;Attack_Up;0;Working;0;Attack_Up;None;;
0;NoBrand;29001;BodyArmAll;;cImpossible;29001;0;0;1;Cloth;Clt_SHT001;Defense_Up;0;Working;0;Defense_Up;None;;
0;NoBrand;29002;BodyArmAll;;cImpossible;29002;0;0;1;Cloth;Clt_SHT002;MainInk_Save;0;Working;0;MainInk_Save;None;;
0;NoBrand;29003;Body;;cImpossible;29003;0;0;1;Cloth;Clt_SHT003;SubInk_Save;0;Working;0;SubInk_Save;None;;
0;NoBrand;29004;Body;;cImpossible;29004;0;0;1;Cloth;Clt_SHT004;InkRecovery_Up;0;Working;0;InkRecovery_Up;None;;
0;NoBrand;29005;BodyArmAll;;cImpossible;29005;0;0;1;Cloth;Clt_SHT006;HumanMove_Up;0;Working;0;HumanMove_Up;None;;
0;NoBrand;29006;BodyArmAll;;cImpossible;29006;0;0;1;Cloth;Clt_SHT007;SquidMove_Up;0;Working;0;SquidMove_Up;None;;
0;NoBrand;29007;BodyArmAll;;cImpossible;29007;0;0;1;Cloth;Clt_SHT008;SpecialIncrease_Up;0;Working;0;SpecialIncrease_Up;None;;
0;NoBrand;29008;BodyArmAll;;cImpossible;29008;0;0;1;Cloth;Clt_SHT009;SpecialTime_Up;0;Working;0;SpecialTime_Up;None;;
0;NoBrand;29009;BodyArmAll;;cImpossible;29009;0;0;1;Cloth;Clt_SHT010;RespawnTime_Save;0;Working;0;RespawnTime_Save;None;;
0;NoBrand;29010;Body;;cImpossible;29010;0;0;1;Cloth;Clt_SHT011;RespawnSpecialGauge_Save;0;Working;0;RespawnSpecialGauge_Save;None;;
0;NoBrand;29011;Body;;cImpossible;29011;0;0;1;Cloth;Clt_SHT012;JumpTime_Save;0;Working;0;JumpTime_Save;None;;
0;NoBrand;29012;BodyArmAll;;cImpossible;29012;0;0;1;Cloth;Clt_SHT013;BombDistance_Up;0;Working;0;BombDistance_Up;None;;
0;NoBrand;29013;Body;;cImpossible;29013;0;0;1;Cloth;Clt_TNK000;MarkingCancel;0;Working;0;MarkingCancel;None;;
0;NoBrand;29014;None;;cImpossible;29014;0;0;0;Cloth;Clt_TNK001;SquidMoveSpatter_Reduction;0;Working;0;SquidMoveSpatter_Reduction;None;;
0;NoBrand;29015;BodyArmAll;;cImpossible;29015;0;0;1;Cloth;Clt_SWT001;DeathMarking;0;Working;0;DeathMarking;None;;
0;NoBrand;29016;BodyArmAll;;cImpossible;29016;0;0;1;Cloth;Clt_SWT000;RespawnRadar;0;Working;0;RespawnRadar;None;;
0;B00;29500;BodyArmAll;;cImpossible;29500;0;0;0;Cloth;Clt_SUP000;SUP000;0;Working;0;RespawnTime_Save;None;;
0;B00;29501;BodyArmAll;;cImpossible;29501;0;0;1;Cloth;Clt_SUP001;SUP001;0;Working;0;RespawnTime_Save;None;;


